USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           160     2       0      0 rescuer_thread      0 S [hdmi_tx_workq]
root           161     2       0      0 kthread_worker_fn   0 S [vsync_retire_wo]
root           162     2       0      0 kthread_worker_fn   0 S [hdcp_tz_lib]
root           163     2       0      0 kthread_worker_fn   0 S [hdmi_hdcp2p2]
root           164     2       0      0 rescuer_thread      0 S [glink_ssr_wq]
root           165     2       0      0 rescuer_thread      0 S [glink_lbsrv]
root           166     2       0      0 rescuer_thread      0 S [glink_xprt_wq]
root           167     2       0      0 rescuer_thread      0 S [IPCRTR_mpss_smd]
root           168     2       0      0 rescuer_thread      0 S [IPCRTR_lpass_sm]
root           169     2       0      0 rescuer_thread      0 S [IPCRTR]
root           170     2       0      0 rescuer_thread      0 S [IPCRTR_dsps_smd]
root           171     2       0      0 rescuer_thread      0 S [IPCRTR]
root           172     2       0      0 rescuer_thread      0 S [IPCRTR]
root           173     2       0      0 rescuer_thread      0 S [apr_driver]
root           175     2       0      0 rescuer_thread      0 S [mem_share_svc]
root           176     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           177     2       0      0 rescuer_thread      0 S [msm_ipc_router]
root           178     2       0      0 rescuer_thread      0 S [glink_pkt_wq]
root           179     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           180     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           181     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           182     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           183     2       0      0 rescuer_thread      0 S [k_hsuart]
root           184     2       0      0 kthread_worker_fn   0 S [msm_serial_hs_0]
root           185     2       0      0 kthread_worker_fn   0 S [msm_serial_hs_0]
root           186     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           187     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           188     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           189     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           190     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           191     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           192     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           193     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root           194     2       0      0 add_hwgenerator_randomness 0 S [hwrng]
root           196     2       0      0 rescuer_thread      0 S [diag_real_time_]
root           197     2       0      0 rescuer_thread      0 S [diag_wq]
root           198     2       0      0 rescuer_thread      0 S [DIAG_USB_diag]
root           199     2       0      0 rescuer_thread      0 S [diag_cntl_wq]
root           200     2       0      0 rescuer_thread      0 S [diag_dci_wq]
root           201     2       0      0 rescuer_thread      0 S [DIAG_SMD_MODEM_]
root           202     2       0      0 rescuer_thread      0 S [DIAG_SMD_MODEM_]
root           203     2       0      0 rescuer_thread      0 S [DIAG_SMD_MODEM_]
root           204     2       0      0 rescuer_thread      0 S [DIAG_SMD_MODEM_]
root           205     2       0      0 rescuer_thread      0 S [DIAG_SMD_MODEM_]
root           206     2       0      0 rescuer_thread      0 S [DIAG_SMD_LPASS_]
root           207     2       0      0 rescuer_thread      0 S [DIAG_SMD_LPASS_]
root           208     2       0      0 rescuer_thread      0 S [DIAG_SMD_LPASS_]
root           209     2       0      0 rescuer_thread      0 S [DIAG_SMD_LPASS_]
root           210     2       0      0 rescuer_thread      0 S [DIAG_SMD_LPASS_]
root           211     2       0      0 rescuer_thread      0 S [DIAG_SMD_WCNSS_]
root           212     2       0      0 rescuer_thread      0 S [DIAG_SMD_WCNSS_]
root           213     2       0      0 rescuer_thread      0 S [DIAG_SMD_WCNSS_]
root           214     2       0      0 rescuer_thread      0 S [DIAG_SMD_WCNSS_]
root           215     2       0      0 rescuer_thread      0 S [DIAG_SMD_WCNSS_]
root           216     2       0      0 rescuer_thread      0 S [DIAG_SMD_SENSOR]
root           217     2       0      0 rescuer_thread      0 S [DIAG_SMD_SENSOR]
root           218     2       0      0 rescuer_thread      0 S [DIAG_SMD_SENSOR]
root           219     2       0      0 rescuer_thread      0 S [DIAG_SMD_SENSOR]
root           220     2       0      0 rescuer_thread      0 S [DIAG_SMD_SENSOR]
root           221     2       0      0 rescuer_thread      0 S [DIAG_SOCKMODEM_]
root           222     2       0      0 rescuer_thread      0 S [DIAG_SOCKMODEM_]
root           223     2       0      0 rescuer_thread      0 S [DIAG_SOCKMODEM_]
root           224     2       0      0 rescuer_thread      0 S [DIAG_SOCKMODEM_]
root           225     2       0      0 rescuer_thread      0 S [DIAG_SOCKMODEM_]
root           226     2       0      0 rescuer_thread      0 S [DIAG_SOCKLPASS_]
root           227     2       0      0 rescuer_thread      0 S [DIAG_SOCKLPASS_]
root           228     2       0      0 rescuer_thread      0 S [DIAG_SOCKLPASS_]
root           229     2       0      0 rescuer_thread      0 S [DIAG_SOCKLPASS_]
root           230     2       0      0 rescuer_thread      0 S [DIAG_SOCKLPASS_]
root           231     2       0      0 rescuer_thread      0 S [DIAG_SOCKWCNSS_]
root           232     2       0      0 rescuer_thread      0 S [DIAG_SOCKWCNSS_]
root           233     2       0      0 rescuer_thread      0 S [DIAG_SOCKWCNSS_]
root           234     2       0      0 rescuer_thread      0 S [DIAG_SOCKWCNSS_]
root           235     2       0      0 rescuer_thread      0 S [DIAG_SOCKWCNSS_]
root           236     2       0      0 rescuer_thread      0 S [DIAG_SOCKSENSOR]
root           237     2       0      0 rescuer_thread      0 S [DIAG_SOCKSENSOR]
root           238     2       0      0 rescuer_thread      0 S [DIAG_SOCKSENSOR]
root           239     2       0      0 rescuer_thread      0 S [DIAG_SOCKSENSOR]
root           240     2       0      0 rescuer_thread      0 S [DIAG_SOCKSENSOR]
root           241     2       0      0 rescuer_thread      0 S [DIAG_CNTL_SOCKE]
root           242     2       0      0 rescuer_thread      0 S [kgsl-workqueue]
root           243     2       0      0 rescuer_thread      0 S [kgsl-mementry]
root           244     2       0      0 kthread_worker_fn   0 S [kgsl_worker_thr]
root           245     2       0      0 rescuer_thread      0 S [kgsl-events]
root           246     2       0      0 rescuer_thread      0 S [kgsl_devfreq_wq]
root           247     2       0      0 irq_thread          0 S [irq/441-soc:fp_]
root           248     2       0      0 rescuer_thread      0 S [memory_wq]
root           249     2       0      0 rescuer_thread      0 S [qcrypto_seq_res]
root           270     2       0      0 scsi_error_handler  0 S [scsi_eh_0]
root           271     2       0      0 rescuer_thread      0 S [scsi_tmf_0]
root           272     2       0      0 rescuer_thread      0 S [ufs_pm_qos_0]
root           273     2       0      0 rescuer_thread      0 S [ufs_clkscaling_]
root           274     2       0      0 kthread_worker_fn   0 S [spi0]
root           275     2       0      0 kthread_worker_fn   0 S [spi6]
root           279     2       0      0 rescuer_thread      0 S [bond0]
root           280     2       0      0 rescuer_thread      0 S [usbnet]
root           281     2       0      0 rescuer_thread      0 S [sharedmem_qmi_w]
root           282     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           287     2       0      0 rescuer_thread      0 S [k_gserial]
root           288     2       0      0 rescuer_thread      0 S [k_ipa_usb]
root           289     2       0      0 rescuer_thread      0 S [uether]
root           290     2       0      0 rescuer_thread      0 S [k_gbridge]
root           291     2       0      0 rescuer_thread      0 S [9-0022]
root           292     2       0      0 rescuer_thread      0 S [9-0022]
root           293     2       0      0 irq_thread          0 S [irq/479-fsc_int]
root           294     2       0      0 irq_thread          0 S [irq/480-synapti]
root           295     2       0      0 rescuer_thread      0 S [dsx_rebuild_wor]
root           296     2       0      0 rescuer_thread      0 S [dsx_exp_workque]
root           297     2       0      0 irq_thread          0 S [irq/417-vl53l0_]
root           301     2       0      0 diag_socket_read    0 S [kworker/u8:8]
root           302     2       0      0 rescuer_thread      0 S [msm_vidc_worker]
root           303     2       0      0 rescuer_thread      0 S [pm_workerq_venu]
root           304     2       0      0 irq_thread          0 S [irq/292-arm-smm]
root           305     2       0      0 irq_thread          0 S [irq/293-arm-smm]
root           306     2       0      0 irq_thread          0 S [irq/294-arm-smm]
root           307     2       0      0 irq_thread          0 S [irq/295-arm-smm]
root           309     2       0      0 rescuer_thread      0 S [msm_cci_wq]
root           310     2       0      0 rescuer_thread      0 S [msm_cci_wq]
root           311     2       0      0 rescuer_thread      0 S [msm_cpp_workque]
root           312     2       0      0 irq_thread          0 S [irq/223-full-so]
root           313     2       0      0 irq_thread          0 S [irq/225-delta-s]
root           314     2       0      0 irq_thread          0 S [irq/229-soft-co]
root           315     2       0      0 irq_thread          0 S [irq/230-soft-ho]
root           316     2       0      0 irq_thread          0 S [irq/235-batt-mi]
root           317     2       0      0 rescuer_thread      0 S [batt_timer]
root           318     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           319     2       0      0 rescuer_thread      0 S [HTC_BATTERY_FB]
root           320     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           321     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           322     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           323     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           324     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           325     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           326     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           327     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           328     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           329     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           330     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           331     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           332     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           333     2       0      0 irq_thread          0 S [irq/244-tsens_i]
root           334     2       0      0 irq_thread          0 S [irq/245-tsens_c]
root           335     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           336     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           337     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           338     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           339     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           340     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           341     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           342     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           343     2       0      0 irq_thread          0 S [irq/352-tsens_i]
root           344     2       0      0 irq_thread          0 S [irq/353-tsens_c]
root           345     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           346     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           347     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           348     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           349     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           350     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           351     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           352     2       0      0 rescuer_thread      0 S [dm_bufio_cache]
root           353     2       0      0 cpufreq_interactive_speedchange_task 0 S [cfinteractive]
root           354     2       0      0 rescuer_thread      0 S [binder]
root           355     2       0      0 irq_thread          0 S [irq/478-nanohub]
root           356     2       0      0 irq_thread          0 S [irq/472-nanohub]
root           357     2       0      0 nanohub_kthread     0 S [nanohub]
root           358     2       0      0 rescuer_thread      0 S [fwu_workqueue]
root           359     2       0      0 irq_thread          0 S [irq/239-qpnp_sc]
root           360     2       0      0 irq_thread          0 S [irq/10-spdm_bw_]
root           361     2       0      0 rescuer_thread      0 S [ipv6_addrconf]
root           362     2       0      0 irq_thread          0 S [irq/670-adsp]
root           363     2       0      0 rescuer_thread      0 S [sysmon_wq]
root           364     2       0      0 rescuer_thread      0 S [qmi_svc_event_w]
root           365     2       0      0 rescuer_thread      0 S [adsp]
root           366     2       0      0 rescuer_thread      0 S [sys_mon]
root           367     2       0      0 irq_thread          0 S [irq/702-slpi]
root           368     2       0      0 rescuer_thread      0 S [slpi]
root           369     2       0      0 rescuer_thread      0 S [sys_mon]
root           370     2       0      0 irq_thread          0 S [irq/638-modem]
root           371     2       0      0 irq_thread          0 S [irq/171-hs_phy_]
root           372     2       0      0 irq_thread          0 S [irq/172-ss_phy_]
root           373     2       0      0 irq_thread          0 S [irq/173-msm_dwc]
root           375     2       0      0 rescuer_thread      0 S [usb_bam_wq]
root           377     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           378     2       0      0 irq_thread          0 S [irq/190-chg-err]
root           379     2       0      0 irq_thread          0 S [irq/196-chg-tap]
root           380     2       0      0 irq_thread          0 S [irq/197-chg-tcc]
root           381     2       0      0 irq_thread          0 S [irq/195-chg-rec]
root           382     2       0      0 irq_thread          0 S [irq/194-chg-p2f]
root           383     2       0      0 irq_thread          0 S [irq/198-batt-ho]
root           384     2       0      0 irq_thread          0 S [irq/199-batt-wa]
root           385     2       0      0 irq_thread          0 S [irq/201-batt-co]
root           386     2       0      0 irq_thread          0 S [irq/200-batt-co]
root           387     2       0      0 irq_thread          0 S [irq/204-batt-mi]
root           388     2       0      0 irq_thread          0 S [irq/203-batt-lo]
root           389     2       0      0 irq_thread          0 S [irq/206-usbin-u]
root           390     2       0      0 irq_thread          0 S [irq/207-usbin-o]
root           391     2       0      0 irq_thread          0 S [irq/208-usbin-s]
root           392     2       0      0 irq_thread          0 S [irq/211-aicl-do]
root           393     2       0      0 irq_thread          0 S [irq/209-otg-fai]
root           394     2       0      0 irq_thread          0 S [irq/210-otg-oc]
root           395     2       0      0 irq_thread          0 S [irq/212-usbid-c]
root           396     2       0      0 irq_thread          0 S [irq/213-dcin-uv]
root           397     2       0      0 irq_thread          0 S [irq/215-power-o]
root           398     2       0      0 irq_thread          0 S [irq/216-temp-sh]
root           399     2       0      0 irq_thread          0 S [irq/217-wdog-ti]
root           412     2       0      0 rescuer_thread      0 S [rq_stats]
root           413     2       0      0 rescuer_thread      0 S [FILE_FREE]
root           414     2       0      0 irq_thread          0 S [irq/310-arm-smm]
root           415     2       0      0 irq_thread          0 S [irq/311-arm-smm]
root           416     2       0      0 irq_thread          0 S [irq/312-arm-smm]
root           417     2       0      0 irq_thread          0 S [irq/313-arm-smm]
root           418     2       0      0 irq_thread          0 S [irq/314-arm-smm]
root           419     2       0      0 irq_thread          0 S [irq/315-arm-smm]
root           420     2       0      0 irq_thread          0 S [irq/316-arm-smm]
root           421     2       0      0 irq_thread          0 S [irq/317-arm-smm]
root           422     2       0      0 rescuer_thread      0 S [sb-1]
root           423     2       0      0 ngd_slim_rx_msgq_thread 0 D [ngd_rx_thread1]
root           424     2       0      0 ngd_notify_slaves   0 D [ngd_notify_sl1]
root           425     2       0      0 rescuer_thread      0 S [k_bam_data]
root           426     2       0      0 rescuer_thread      0 S [f_mtp]
root           427     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           428     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           429     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           430     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           431     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           432     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           433     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           434     2       0      0 sensor_sysfs_notify 0 S [therm_core:noti]
root           435     2       0      0 irq_thread          0 S [irq/259-lmh-int]
root           436     2       0      0 rescuer_thread      0 S [pmi8994_wq]
root           438     2       0      0 rescuer_thread      0 S [ipa_A7_svc]
root           439     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           440     2       0      0 rescuer_thread      0 S [clnt_req]
root           441     2       0      0 rescuer_thread      0 S [clnt_resp]
root           442     2       0      0 rescuer_thread      0 S [clnt_req]
root           444     2       0      0 worker_thread       0 S [kworker/2:1H]
root           445     2       0      0 kjournald2          0 S [jbd2/sda34-8]
root           446     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           447     2       0      0 worker_thread       0 S [kworker/3:1H]
root           451     1   14380   4072 unix_stream_recvmsg 0 S magiskinit
root           452     2       0      0 kjournald2          0 S [jbd2/sda32-8]
root           453     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           454     2       0      0 kjournald2          0 S [jbd2/sdd3-8]
root           455     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           456     2       0      0 worker_thread       0 S [kworker/0:1H]
root           457     1    6092   1340 poll_schedule_timeout 0 S ueventd
root           463     2       0      0 worker_thread       0 S [kworker/1:1H]
system         464     1   11228   1988 do_wait             0 S qseecomd
system         466     1   14328   3912 SyS_epoll_wait      0 S hwservicemanager
logd           467     1   19160   3948 sigsuspend          0 S logd
system         468     1   10480   2352 binder_wait_for_work 0 S servicemanager
system         469     1   10276   2104 binder_wait_for_work 0 S vndservicemanager
root           475     2       0      0 kauditd_thread      0 S [kauditd]
root           477     1   24252   1632 __skb_recv_datagram 0 S magisk_daemon
root           480   477    9268   2016 __skb_recv_datagram 0 S logcat
system         482   464   21340   1476 sigsuspend          0 S qseecomd
root           493     1   12188   2568 binder_wait_for_work 0 S android.hardware.boot@1.0-service
system         494     1   13956   3352 binder_wait_for_work 0 S android.hardware.keymaster@3.0-service
system         496     1   69208  22016 SyS_epoll_wait      0 S surfaceflinger
system         498     1   30040   7224 binder_wait_for_work 0 S android.hardware.graphics.composer@2.1-service
system         499     1   16300   2572 binder_wait_for_work 0 S android.hardware.configstore@1.0-service
system         500     1   17692   2976 binder_wait_for_work 0 S android.hardware.graphics.allocator@2.0-service
root           506     2       0      0 worker_thread       0 S [kworker/0:3]
root           532     2       0      0 irq_thread          0 S [irq/286-arm-smm]
root           534     2       0      0 irq_thread          0 S [irq/287-arm-smm]
root           551     2       0      0 kjournald2          0 S [jbd2/sda35-8]
root           552     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
system         559     1   19268   2376 futex_wait_queue_me 0 S time_daemon
root           562     1   21276   4256 sigsuspend          0 S vold
root           579     2       0      0 worker_thread       0 S [kworker/0:2H]
root           585     2       0      0 rescuer_thread      0 S [dsps_IPCRTR]
root           586     2       0      0 rescuer_thread      0 S [lpass_IPCRTR]
root           587     2       0      0 rescuer_thread      0 S [LOOPBACK]
root           595     2       0      0 irq_thread          0 S [irq/318-arm-smm]
root           598     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           600     2       0      0 kthread_worker_fn   0 S [msm_slim_qmi_cl]
root           601     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           602     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           603     2       0      0 irq_thread          0 S [irq/409-wcd9xxx]
root           605     2       0      0 worker_thread       0 S [kworker/3:2]
root           606     2       0      0 rescuer_thread      0 S [tfa98xx]
root           628     2       0      0 irq_thread          0 S [irq/300-arm-smm]
root           629     2       0      0 irq_thread          0 S [irq/303-arm-smm]
root           630     2       0      0 irq_thread          0 S [irq/301-arm-smm]
root           631     2       0      0 irq_thread          0 S [irq/304-arm-smm]
root           639     2       0      0 loop_thread         0 S [loop0]
root           640     2       0      0 kjournald2          0 S [jbd2/loop0-8]
root           641     2       0      0 rescuer_thread      0 S [ext4-rsv-conver]
root           647     1   30780   4096 binder_wait_for_work 0 S netd
root           651     1 4217712  70372 poll_schedule_timeout 0 S zygote64
root           652     1 1555344  62952 poll_schedule_timeout 0 S zygote
root           653   647    9484   2112 pipe_wait           0 S iptables-restore
root           654   647    9500   2188 pipe_wait           0 S ip6tables-restore
system         657     1   11984   2456 binder_wait_for_work 0 S android.hidl.allocator@1.0-service
system         658     1   19900   3560 binder_wait_for_work 0 S vr_hwc
audioserver    659     1   24164   8424 binder_wait_for_work 0 S android.hardware.audio@2.0-service
bluetooth      660     1   17652   2676 binder_wait_for_work 0 S android.hardware.bluetooth@1.0-service
cameraserver   661     1   99224  28404 binder_wait_for_work 0 S android.hardware.camera.provider@2.4-service
media          662     1    8892   2360 binder_wait_for_work 0 S android.hardware.cas@1.0-service
system         674     1   16348   2652 binder_wait_for_work 0 S android.hardware.contexthub@1.0-service
media          676     1   10364   3392 binder_wait_for_work 0 S android.hardware.drm@1.0-service
media          677     1   10964   3224 binder_wait_for_work 0 S android.hardware.drm@1.0-service.widevine
system         678     1   12008   2460 binder_wait_for_work 0 S android.hardware.dumpstate@1.0-service.marlin
system         679     1   12244   2552 binder_wait_for_work 0 S android.hardware.gatekeeper@1.0-service
gps            680     1   36512   7392 binder_wait_for_work 0 S android.hardware.gnss@1.0-service
system         681     1   12032   2536 binder_wait_for_work 0 S android.hardware.light@2.0-service
system         682     1   12024   2584 binder_wait_for_work 0 S android.hardware.memtrack@1.0-service
nfc            683     1   19788   2848 binder_wait_for_work 0 S android.hardware.nfc@1.0-service
system         684     1   12124   2652 binder_wait_for_work 0 S android.hardware.power@1.1-service.marlin
system         685     1 2123104   5160 futex_wait_queue_me 0 S android.hardware.sensors@1.0-service
system         686     1   15400   2736 binder_wait_for_work 0 S android.hardware.usb@1.1-service.marlin
system         687     1   12008   2456 binder_wait_for_work 0 S android.hardware.vibrator@1.0-service.marlin
system         688     1   11996   2508 binder_wait_for_work 0 S android.hardware.vr@1.0-service
wifi           689     1   17312   4068 binder_wait_for_work 0 S android.hardware.wifi@1.0-service
root           690     1   13352   2908 SyS_epoll_wait      0 S healthd
system         691     1   13420   3532 SyS_epoll_wait      0 S bufferhubd
